,year,category,total_hiv_diag_N,total_hiv_diag_per,without_aids_N,without_aids_per,concurrent_aids_N,concurrent_aids_per,aids_N,plwha_N,death_N,borough,sex,sex_cat,race_cat,borough_cat,age_cat,risk_cat
248,2011,Other risk,0,0,0,0,0,0,0,5,0,Staten Island,Female,All,All,All,All,Other risk
249,2011,Unknown risk,4,33.3,3,33.3,1,33.3,2,162,3,Staten Island,Female,All,All,All,All,Unknown risk
250,2012,TOTAL,3123,100,2556,81.8,567,18.2,2124,118705,1900,All,All,All,All,All,All,All
251,2012,Male,2444,78.3,2002,78.3,442,78,"1,546",84666,"1,326",All,All,Male,All,All,All,All
252,2012,Female,630,20.2,509,19.9,121,21.3,544,32974,562,All,All,Female,All,All,All,All
253,2012,Transgender,49,1.6,45,1.8,4,0.7,34,1065,12,All,All,Transgender,All,All,All,All
254,2012,Black,1342,43,1065,41.7,277,48.9,"1,099",52632,973,All,All,All,Black,All,All,All
255,2012,Latino/Hispanic,1031,33,860,33.6,171,30.2,653,38589,595,All,All,All,Latino/Hispanic,All,All,All
256,2012,White,624,20,530,20.7,94,16.6,314,24532,300,All,All,All,White,All,All,All
257,2012,Asian/Pacific Islander,108,3.5,86,3.4,22,3.9,51,2171,24,All,All,All,Asian/Pacific Islander,All,All,All
258,2012,Native American,3,0.1,1,0,2,0.4,6,268,5,All,All,All,Native American,All,All,All
259,2012,Multiracial,15,0.5,14,0.5,1,0.2,1,156,3,All,All,All,Multiracial,All,All,All
260,2012,Unknown race,0,0,0,0,0,0,0,357,0,All,All,All,Unknown race,All,All,All
261,2012,0-12,6,0.2,6,0.2,0,0,1,207,2,All,All,All,All,All,0-12,All
262,2012,13-19,144,4.6,140,5.5,4,0.7,34,1150,1,All,All,All,All,All,13-19,All
263,2012,20-29,1093,35,989,38.7,104,18.3,413,10265,52,All,All,All,All,All,20-29,All
264,2012,30-39,757,24.2,635,24.8,122,21.5,487,17698,140,All,All,All,All,All,30-39,All
265,2012,40-49,628,20.1,456,17.8,172,30.3,581,35884,447,All,All,All,All,All,40-49,All
266,2012,50-59,341,10.9,237,9.3,104,18.3,421,35828,697,All,All,All,All,All,50-59,All
267,2012,60+,154,4.9,93,3.6,61,10.8,187,17673,561,All,All,All,All,All,60+,All
268,2012,Bronx,568,18.2,462,18.1,106,18.7,470,26437,490,All,All,All,All,Bronx,All,All
269,2012,Brooklyn,809,25.9,636,24.9,173,30.5,572,28369,507,All,All,All,All,Brooklyn,All,All
270,2012,Manhattan,769,24.6,639,25,130,22.9,435,30870,350,All,All,All,All,Manhattan,All,All
271,2012,Queens,480,15.4,388,15.2,92,16.2,283,16968,152,All,All,All,All,Queens,All,All
272,2012,Staten Island,37,1.2,34,1.3,3,0.5,44,2206,45,All,All,All,All,Staten Island,All,All
273,2012,Outside NYC,392,12.6,331,12.9,61,10.8,282,11707,88,All,All,All,All,Outside NYC,All,All
274,2012,Unknown borough,68,2.2,66,2.6,2,0.4,38,2148,268,All,All,All,All,Unknown borough,All,All
275,2012,Male who have sex with men (MSM),1714,54.9,1463,57.2,251,44.3,864,43868,364,All,All,All,All,All,All,Male who have sex with men (MSM)
276,2012,Injection drug use history (IDU),86,2.8,69,2.7,17,3,161,17325,606,All,All,All,All,All,All,Injection drug use history (IDU)
277,2012,MSM-IDU,62,2,50,2,12,2.1,54,2832,80,All,All,All,All,All,All,MSM-IDU
278,2012,Heterosexual contact,614,19.7,473,18.5,141,24.9,493,23607,352,All,All,All,All,All,All,Heterosexual contact
279,2012,Transgender people with sexual contact,46,1.5,42,1.6,4,0.7,30,883,10,All,All,All,All,All,All,Transgender people with sexual contact
280,2012,Perinatal,6,0.2,6,0.2,0,0,30,2553,19,All,All,All,All,All,All,Perinatal
281,2012,Other risk,0,0,0,0,0,0,1,224,0,All,All,All,All,All,All,Other risk
282,2012,Unknown risk,595,19.1,453,17.7,142,25,491,27413,469,All,All,All,All,All,All,Unknown risk
283,2012,TOTAL,402,100,320,79.6,82,20.4,302,15948,306,Bronx,Male,All,All,All,All,All
284,2012,Black,180,44.8,139,43.4,41,50,149,6922,148,Bronx,Male,All,Black,All,All,All
285,2012,Latino/Hispanic,198,49.3,162,50.6,36,43.9,134,8019,137,Bronx,Male,All,Latino/Hispanic,All,All,All
286,2012,White,20,5,17,5.3,3,3.7,14,842,15,Bronx,Male,All,White,All,All,All
287,2012,Asian/Pacific Islander,4,1,2,0.6,2,2.4,5,98,5,Bronx,Male,All,Asian/Pacific Islander,All,All,All
288,2012,Native American,0,0,0,0,0,0,0,35,1,Bronx,Male,All,Native American,All,All,All
289,2012,Multiracial,0,0,0,0,0,0,0,7,0,Bronx,Male,All,Multiracial,All,All,All
290,2012,Unknown race,0,0,0,0,0,0,0,25,0,Bronx,Male,All,Unknown race,All,All,All
291,2012,0-12,2,0.5,2,0.6,0,0,0,29,0,Bronx,Male,All,All,All,0-12,All
292,2012,13-19,25,6.2,24,7.5,1,1.2,3,177,0,Bronx,Male,All,All,All,13-19,All
293,2012,20-29,137,34.1,116,36.3,21,25.6,66,1486,8,Bronx,Male,All,All,All,20-29,All
294,2012,30-39,91,22.6,77,24.1,14,17.1,54,2087,18,Bronx,Male,All,All,All,30-39,All
295,2012,40-49,78,19.4,55,17.2,23,28,82,4567,56,Bronx,Male,All,All,All,40-49,All
296,2012,50-59,38,9.5,27,8.4,11,13.4,62,5094,124,Bronx,Male,All,All,All,50-59,All
297,2012,60+,31,7.7,19,5.9,12,14.6,35,2508,100,Bronx,Male,All,All,All,60+,All
298,2012,Male who have sex with men (MSM),224,55.7,182,56.9,42,51.2,131,5195,48,Bronx,Male,All,All,All,All,Male who have sex with men (MSM)
299,2012,Injection drug use history (IDU),21,5.2,17,5.3,4,4.9,31,3493,115,Bronx,Male,All,All,All,All,Injection drug use history (IDU)
300,2012,MSM-IDU,9,2.2,7,2.2,2,2.4,12,668,25,Bronx,Male,All,All,All,All,MSM-IDU
301,2012,Heterosexual contact,36,9,25,7.8,11,13.4,39,1605,22,Bronx,Male,All,All,All,All,Heterosexual contact
302,2012,Transgender people with sexual contact,0,0,0,0,0,0,0,5,0,Bronx,Male,All,All,All,All,Transgender people with sexual contact
303,2012,Perinatal,2,0.5,2,0.6,0,0,5,403,2,Bronx,Male,All,All,All,All,Perinatal
304,2012,Other risk,0,0,0,0,0,0,0,23,0,Bronx,Male,All,All,All,All,Other risk
305,2012,Unknown risk,110,27.4,87,27.2,23,28,84,4556,94,Bronx,Male,All,All,All,All,Unknown risk
306,2012,TOTAL,166,100,142,85.5,24,14.5,168,10489,184,Bronx,Female,All,All,All,All,All
307,2012,Black,97,58.4,81,57,16,66.7,95,5330,85,Bronx,Female,All,Black,All,All,All
308,2012,Latino/Hispanic,63,38,56,39.4,7,29.2,66,4742,91,Bronx,Female,All,Latino/Hispanic,All,All,All
309,2012,White,4,2.4,3,2.1,1,4.2,6,335,7,Bronx,Female,All,White,All,All,All
310,2012,Asian/Pacific Islander,1,0.6,1,0.7,0,0,0,42,0,Bronx,Female,All,Asian/Pacific Islander,All,All,All
311,2012,Native American,0,0,0,0,0,0,1,21,1,Bronx,Female,All,Native American,All,All,All
312,2012,Multiracial,1,0.6,1,0.7,0,0,0,3,0,Bronx,Female,All,Multiracial,All,All,All
313,2012,Unknown race,0,0,0,0,0,0,0,16,0,Bronx,Female,All,Unknown race,All,All,All
314,2012,0-12,0,0,0,0,0,0,0,37,0,Bronx,Female,All,All,All,0-12,All
315,2012,13-19,11,6.6,11,7.7,0,0,5,179,0,Bronx,Female,All,All,All,13-19,All
316,2012,20-29,47,28.3,43,30.3,4,16.7,23,757,4,Bronx,Female,All,All,All,20-29,All
317,2012,30-39,34,20.5,31,21.8,3,12.5,36,1660,9,Bronx,Female,All,All,All,30-39,All
318,2012,40-49,40,24.1,33,23.2,7,29.2,52,3360,57,Bronx,Female,All,All,All,40-49,All
319,2012,50-59,21,12.7,16,11.3,5,20.8,38,3168,76,Bronx,Female,All,All,All,50-59,All
320,2012,60+,13,7.8,8,5.6,5,20.8,14,1328,38,Bronx,Female,All,All,All,60+,All
321,2012,Injection drug use history (IDU),8,4.8,8,5.6,0,0,19,1988,75,Bronx,Female,All,All,All,All,Injection drug use history (IDU)
322,2012,Heterosexual contact,137,82.5,114,80.3,23,95.8,102,5301,72,Bronx,Female,All,All,All,All,Heterosexual contact
323,2012,Transgender people with sexual contact,5,3,5,3.5,0,0,5,198,4,Bronx,Female,All,All,All,All,Transgender people with sexual contact
324,2012,Perinatal,0,0,0,0,0,0,8,425,3,Bronx,Female,All,All,All,All,Perinatal
325,2012,Other risk,0,0,0,0,0,0,0,24,0,Bronx,Female,All,All,All,All,Other risk
326,2012,Unknown risk,16,9.6,15,10.6,1,4.2,34,2553,30,Bronx,Female,All,All,All,All,Unknown risk
327,2012,TOTAL,578,100,457,79.1,121,20.9,396,18387,337,Brooklyn,Male,All,All,All,All,All
328,2012,Black,331,57.3,256,56,75,62,245,10539,217,Brooklyn,Male,All,Black,All,All,All
329,2012,Latino/Hispanic,138,23.9,111,24.3,27,22.3,96,4595,82,Brooklyn,Male,All,Latino/Hispanic,All,All,All
330,2012,White,91,15.7,75,16.4,16,13.2,47,2866,34,Brooklyn,Male,All,White,All,All,All
331,2012,Asian/Pacific Islander,15,2.6,13,2.8,2,1.7,7,296,3,Brooklyn,Male,All,Asian/Pacific Islander,All,All,All
332,2012,Native American,1,0.2,0,0,1,0.8,1,45,1,Brooklyn,Male,All,Native American,All,All,All
333,2012,Multiracial,2,0.3,2,0.4,0,0,0,16,0,Brooklyn,Male,All,Multiracial,All,All,All
334,2012,Unknown race,0,0,0,0,0,0,0,30,0,Brooklyn,Male,All,Unknown race,All,All,All
335,2012,0-12,2,0.3,2,0.4,0,0,0,24,0,Brooklyn,Male,All,All,All,0-12,All
336,2012,13-19,33,5.7,33,7.2,0,0,6,168,0,Brooklyn,Male,All,All,All,13-19,All
337,2012,20-29,236,40.8,211,46.2,25,20.7,93,1943,14,Brooklyn,Male,All,All,All,20-29,All
338,2012,30-39,122,21.1,93,20.4,29,24,95,2856,22,Brooklyn,Male,All,All,All,30-39,All
339,2012,40-49,109,18.9,73,16,36,29.8,102,5289,81,Brooklyn,Male,All,All,All,40-49,All
340,2012,50-59,54,9.3,35,7.7,19,15.7,69,5301,131,Brooklyn,Male,All,All,All,50-59,All
341,2012,60+,22,3.8,10,2.2,12,9.9,31,2806,89,Brooklyn,Male,All,All,All,60+,All
342,2012,Male who have sex with men (MSM),377,65.2,320,70,57,47.1,206,8276,72,Brooklyn,Male,All,All,All,All,Male who have sex with men (MSM)
343,2012,Injection drug use history (IDU),16,2.8,10,2.2,6,5,27,2677,111,Brooklyn,Male,All,All,All,All,Injection drug use history (IDU)
344,2012,MSM-IDU,12,2.1,8,1.8,4,3.3,15,597,16,Brooklyn,Male,All,All,All,All,MSM-IDU
345,2012,Heterosexual contact,39,6.7,28,6.1,11,9.1,33,1609,44,Brooklyn,Male,All,All,All,All,Heterosexual contact
346,2012,Transgender people with sexual contact,0,0,0,0,0,0,0,1,0,Brooklyn,Male,All,All,All,All,Transgender people with sexual contact
347,2012,Perinatal,2,0.3,2,0.4,0,0,3,344,0,Brooklyn,Male,All,All,All,All,Perinatal
348,2012,Other risk,0,0,0,0,0,0,0,23,0,Brooklyn,Male,All,All,All,All,Other risk
349,2012,Unknown risk,132,22.8,89,19.5,43,35.5,112,4860,94,Brooklyn,Male,All,All,All,All,Unknown risk
350,2012,TOTAL,231,100,179,77.5,52,22.5,176,9982,170,Brooklyn,Female,All,All,All,All,All
351,2012,Black,168,72.7,127,70.9,41,78.8,127,6929,134,Brooklyn,Female,All,Black,All,All,All
352,2012,Latino/Hispanic,48,20.8,40,22.3,8,15.4,39,2358,28,Brooklyn,Female,All,Latino/Hispanic,All,All,All
353,2012,White,14,6.1,11,6.1,3,5.8,9,540,7,Brooklyn,Female,All,White,All,All,All
354,2012,Asian/Pacific Islander,1,0.4,1,0.6,0,0,1,93,0,Brooklyn,Female,All,Asian/Pacific Islander,All,All,All
355,2012,Native American,0,0,0,0,0,0,0,31,1,Brooklyn,Female,All,Native American,All,All,All
356,2012,Multiracial,0,0,0,0,0,0,0,7,0,Brooklyn,Female,All,Multiracial,All,All,All
357,2012,Unknown race,0,0,0,0,0,0,0,24,0,Brooklyn,Female,All,Unknown race,All,All,All
358,2012,0-12,0,0,0,0,0,0,0,30,0,Brooklyn,Female,All,All,All,0-12,All
359,2012,13-19,12,5.2,12,6.7,0,0,1,164,0,Brooklyn,Female,All,All,All,13-19,All
360,2012,20-29,59,25.5,55,30.7,4,7.7,25,745,6,Brooklyn,Female,All,All,All,20-29,All
361,2012,30-39,43,18.6,33,18.4,10,19.2,34,1497,18,Brooklyn,Female,All,All,All,30-39,All
362,2012,40-49,47,20.3,32,17.9,15,28.8,56,3030,44,Brooklyn,Female,All,All,All,40-49,All
363,2012,50-59,49,21.2,32,17.9,17,32.7,46,3118,63,Brooklyn,Female,All,All,All,50-59,All
364,2012,60+,21,9.1,15,8.4,6,11.5,14,1398,39,Brooklyn,Female,All,All,All,60+,All
365,2012,Injection drug use history (IDU),6,2.6,6,3.4,0,0,16,1545,50,Brooklyn,Female,All,All,All,All,Injection drug use history (IDU)
366,2012,Heterosexual contact,143,61.9,105,58.7,38,73.1,113,5301,80,Brooklyn,Female,All,All,All,All,Heterosexual contact
367,2012,Transgender people with sexual contact,17,7.4,16,8.9,1,1.9,8,220,2,Brooklyn,Female,All,All,All,All,Transgender people with sexual contact
368,2012,Perinatal,0,0,0,0,0,0,0,369,2,Brooklyn,Female,All,All,All,All,Perinatal
369,2012,Other risk,0,0,0,0,0,0,1,28,0,Brooklyn,Female,All,All,All,All,Other risk
370,2012,Unknown risk,65,28.1,52,29.1,13,25,38,2519,36,Brooklyn,Female,All,All,All,All,Unknown risk
371,2012,TOTAL,668,100,557,83.4,111,16.6,358,25624,269,Manhattan,Male,All,All,All,All,All
372,2012,Black,180,26.9,144,25.9,36,32.4,138,6974,97,Manhattan,Male,All,Black,All,All,All
373,2012,Latino/Hispanic,215,32.2,178,32,37,33.3,107,6875,81,Manhattan,Male,All,Latino/Hispanic,All,All,All
374,2012,White,241,36.1,206,37,35,31.5,105,10963,87,Manhattan,Male,All,White,All,All,All
375,2012,Asian/Pacific Islander,31,4.6,28,5,3,2.7,7,590,3,Manhattan,Male,All,Asian/Pacific Islander,All,All,All
376,2012,Native American,0,0,0,0,0,0,1,44,0,Manhattan,Male,All,Native American,All,All,All
377,2012,Multiracial,1,0.1,1,0.2,0,0,0,13,1,Manhattan,Male,All,Multiracial,All,All,All
378,2012,Unknown race,0,0,0,0,0,0,0,165,0,Manhattan,Male,All,Unknown race,All,All,All
379,2012,0-12,1,0.1,1,0.2,0,0,0,16,1,Manhattan,Male,All,All,All,0-12,All
380,2012,13-19,22,3.3,21,3.8,1,0.9,1,66,0,Manhattan,Male,All,All,All,13-19,All
381,2012,20-29,223,33.4,205,36.8,18,16.2,62,1593,3,Manhattan,Male,All,All,All,20-29,All
382,2012,30-39,182,27.2,157,28.2,25,22.5,89,3618,19,Manhattan,Male,All,All,All,30-39,All
383,2012,40-49,149,22.3,114,20.5,35,31.5,102,7981,58,Manhattan,Male,All,All,All,40-49,All
384,2012,50-59,66,9.9,44,7.9,22,19.8,65,7817,92,Manhattan,Male,All,All,All,50-59,All
385,2012,60+,25,3.7,15,2.7,10,9,39,4533,96,Manhattan,Male,All,All,All,60+,All
386,2012,Male who have sex with men (MSM),511,76.5,438,78.6,73,65.8,222,16625,111,Manhattan,Male,All,All,All,All,Male who have sex with men (MSM)
387,2012,Injection drug use history (IDU),12,1.8,11,2,1,0.9,20,2462,73,Manhattan,Male,All,All,All,All,Injection drug use history (IDU)
388,2012,MSM-IDU,21,3.1,19,3.4,2,1.8,12,782,18,Manhattan,Male,All,All,All,All,MSM-IDU
389,2012,Heterosexual contact,28,4.2,17,3.1,11,9.9,28,1005,11,Manhattan,Male,All,All,All,All,Heterosexual contact
390,2012,Transgender people with sexual contact,0,0,0,0,0,0,0,2,0,Manhattan,Male,All,All,All,All,Transgender people with sexual contact
391,2012,Perinatal,1,0.1,1,0.2,0,0,1,180,1,Manhattan,Male,All,All,All,All,Perinatal
392,2012,Other risk,0,0,0,0,0,0,0,17,0,Manhattan,Male,All,All,All,All,Other risk
393,2012,Unknown risk,95,14.2,71,12.7,24,21.6,75,4551,55,Manhattan,Male,All,All,All,All,Unknown risk
394,2012,TOTAL,101,100,82,81.2,19,18.8,77,5246,81,Manhattan,Female,All,All,All,All,All
395,2012,Black,59,58.4,43,52.4,16,84.2,44,2882,45,Manhattan,Female,All,Black,All,All,All
396,2012,Latino/Hispanic,30,29.7,28,34.1,2,10.5,27,1728,25,Manhattan,Female,All,Latino/Hispanic,All,All,All
397,2012,White,6,5.9,6,7.3,0,0,4,538,9,Manhattan,Female,All,White,All,All,All
398,2012,Asian/Pacific Islander,4,4,3,3.7,1,5.3,1,69,1,Manhattan,Female,All,Asian/Pacific Islander,All,All,All
399,2012,Native American,0,0,0,0,0,0,1,7,0,Manhattan,Female,All,Native American,All,All,All
400,2012,Multiracial,2,2,2,2.4,0,0,0,5,1,Manhattan,Female,All,Multiracial,All,All,All
401,2012,Unknown race,0,0,0,0,0,0,0,17,0,Manhattan,Female,All,Unknown race,All,All,All
402,2012,0-12,0,0,0,0,0,0,0,16,0,Manhattan,Female,All,All,All,0-12,All
403,2012,13-19,5,5,5,6.1,0,0,3,90,1,Manhattan,Female,All,All,All,13-19,All
404,2012,20-29,20,19.8,18,22,2,10.5,5,326,0,Manhattan,Female,All,All,All,20-29,All
405,2012,30-39,29,28.7,24,29.3,5,26.3,13,643,9,Manhattan,Female,All,All,All,30-39,All
406,2012,40-49,19,18.8,15,18.3,4,21.1,23,1572,14,Manhattan,Female,All,All,All,40-49,All
407,2012,50-59,21,20.8,15,18.3,6,31.6,25,1707,31,Manhattan,Female,All,All,All,50-59,All
408,2012,60+,7,6.9,5,6.1,2,10.5,8,892,26,Manhattan,Female,All,All,All,60+,All
409,2012,Injection drug use history (IDU),5,5,4,4.9,1,5.3,10,1100,30,Manhattan,Female,All,All,All,All,Injection drug use history (IDU)
410,2012,Heterosexual contact,76,75.2,60,73.2,16,84.2,47,2406,35,Manhattan,Female,All,All,All,All,Heterosexual contact
411,2012,Transgender people with sexual contact,6,5.9,5,6.1,1,5.3,6,169,1,Manhattan,Female,All,All,All,All,Transgender people with sexual contact
412,2012,Perinatal,0,0,0,0,0,0,3,190,1,Manhattan,Female,All,All,All,All,Perinatal
413,2012,Other risk,0,0,0,0,0,0,0,17,0,Manhattan,Female,All,All,All,All,Other risk
414,2012,Unknown risk,14,13.9,13,15.9,1,5.3,11,1364,14,Manhattan,Female,All,All,All,All,Unknown risk
415,2012,TOTAL,378,100,304,80.4,74,19.6,208,12170,105,Queens,Male,All,All,All,All,All
416,2012,Black,95,25.1,79,26,16,21.6,79,4236,45,Queens,Male,All,Black,All,All,All
417,2012,Latino/Hispanic,170,45,138,45.4,32,43.2,80,5016,33,Queens,Male,All,Latino/Hispanic,All,All,All
418,2012,White,74,19.6,61,20.1,13,17.6,33,2273,19,Queens,Male,All,White,All,All,All
419,2012,Asian/Pacific Islander,36,9.5,24,7.9,12,16.2,15,558,7,Queens,Male,All,Asian/Pacific Islander,All,All,All
420,2012,Native American,1,0.3,0,0,1,1.4,1,45,1,Queens,Male,All,Native American,All,All,All
421,2012,Multiracial,2,0.5,2,0.7,0,0,0,13,0,Queens,Male,All,Multiracial,All,All,All
422,2012,Unknown race,0,0,0,0,0,0,0,29,0,Queens,Male,All,Unknown race,All,All,All
423,2012,0-12,0,0,0,0,0,0,0,18,0,Queens,Male,All,All,All,0-12,All
424,2012,13-19,17,4.5,16,5.3,1,1.4,6,68,0,Queens,Male,All,All,All,13-19,All
425,2012,20-29,143,37.8,126,41.4,17,23,45,1006,3,Queens,Male,All,All,All,20-29,All
426,2012,30-39,109,28.8,90,29.6,19,25.7,55,1954,6,Queens,Male,All,All,All,30-39,All
427,2012,40-49,59,15.6,42,13.8,17,23,44,3864,31,Queens,Male,All,All,All,40-49,All
428,2012,50-59,40,10.6,26,8.6,14,18.9,44,3673,33,Queens,Male,All,All,All,50-59,All
429,2012,60+,10,2.6,4,1.3,6,8.1,14,1587,32,Queens,Male,All,All,All,60+,All
430,2012,Male who have sex with men (MSM),275,72.8,231,76,44,59.5,115,5917,31,Queens,Male,All,All,All,All,Male who have sex with men (MSM)
431,2012,Injection drug use history (IDU),4,1.1,3,1,1,1.4,8,1659,26,Queens,Male,All,All,All,All,Injection drug use history (IDU)
432,2012,MSM-IDU,7,1.9,6,2,1,1.4,8,362,7,Queens,Male,All,All,All,All,MSM-IDU
433,2012,Heterosexual contact,25,6.6,17,5.6,8,10.8,16,1155,11,Queens,Male,All,All,All,All,Heterosexual contact
434,2012,Transgender people with sexual contact,0,0,0,0,0,0,0,0,0,Queens,Male,All,All,All,All,Transgender people with sexual contact
435,2012,Perinatal,0,0,0,0,0,0,2,173,1,Queens,Male,All,All,All,All,Perinatal
436,2012,Other risk,0,0,0,0,0,0,0,22,0,Queens,Male,All,All,All,All,Other risk
437,2012,Unknown risk,67,17.7,47,15.5,20,27,59,2882,29,Queens,Male,All,All,All,All,Unknown risk
438,2012,TOTAL,102,100,84,82.4,18,17.6,75,4798,47,Queens,Female,All,All,All,All,All
439,2012,Black,54,52.9,42,50,12,66.7,53,2747,33,Queens,Female,All,Black,All,All,All
440,2012,Latino/Hispanic,35,34.3,30,35.7,5,27.8,13,1422,10,Queens,Female,All,Latino/Hispanic,All,All,All
441,2012,White,7,6.9,7,8.3,0,0,4,438,3,Queens,Female,All,White,All,All,All
442,2012,Asian/Pacific Islander,6,5.9,5,6,1,5.6,5,155,1,Queens,Female,All,Asian/Pacific Islander,All,All,All
443,2012,Native American,0,0,0,0,0,0,0,12,0,Queens,Female,All,Native American,All,All,All
444,2012,Multiracial,0,0,0,0,0,0,0,9,0,Queens,Female,All,Multiracial,All,All,All
445,2012,Unknown race,0,0,0,0,0,0,0,15,0,Queens,Female,All,Unknown race,All,All,All
446,2012,0-12,1,1,1,1.2,0,0,1,11,1,Queens,Female,All,All,All,0-12,All
447,2012,13-19,1,1,0,0,1,5.6,2,64,0,Queens,Female,All,All,All,13-19,All
448,2012,20-29,30,29.4,29,34.5,1,5.6,10,335,2,Queens,Female,All,All,All,20-29,All
449,2012,30-39,23,22.5,20,23.8,3,16.7,17,739,4,Queens,Female,All,All,All,30-39,All
450,2012,40-49,23,22.5,15,17.9,8,44.4,23,1531,14,Queens,Female,All,All,All,40-49,All
451,2012,50-59,17,16.7,13,15.5,4,22.2,17,1517,12,Queens,Female,All,All,All,50-59,All
452,2012,60+,7,6.9,6,7.1,1,5.6,5,601,14,Queens,Female,All,All,All,60+,All
453,2012,Injection drug use history (IDU),4,3.9,4,4.8,0,0,4,775,15,Queens,Female,All,All,All,All,Injection drug use history (IDU)
454,2012,Heterosexual contact,73,71.6,58,69,15,83.3,54,2658,20,Queens,Female,All,All,All,All,Heterosexual contact
455,2012,Transgender people with sexual contact,7,6.9,6,7.1,1,5.6,4,132,0,Queens,Female,All,All,All,All,Transgender people with sexual contact
456,2012,Perinatal,1,1,1,1.2,0,0,2,166,3,Queens,Female,All,All,All,All,Perinatal
457,2012,Other risk,0,0,0,0,0,0,0,21,0,Queens,Female,All,All,All,All,Other risk
458,2012,Unknown risk,17,16.7,15,17.9,2,11.1,11,1046,9,Queens,Female,All,All,All,All,Unknown risk
459,2012,TOTAL,23,100,21,91.3,2,8.7,28,1412,25,Staten Island,Male,All,All,All,All,All
460,2012,Black,8,34.8,8,38.1,0,0,9,488,9,Staten Island,Male,All,Black,All,All,All
461,2012,Latino/Hispanic,4,17.4,4,19,0,0,7,407,5,Staten Island,Male,All,Latino/Hispanic,All,All,All
462,2012,White,9,39.1,7,33.3,2,100,10,486,10,Staten Island,Male,All,White,All,All,All
463,2012,Asian/Pacific Islander,2,8.7,2,9.5,0,0,1,20,0,Staten Island,Male,All,Asian/Pacific Islander,All,All,All
464,2012,Unknown race,0,0,0,0,0,0,1,11,1,Staten Island,Male,All,Unknown race,All,All,All
465,2012,0-12,0,0,0,0,0,0,0,1,0,Staten Island,Male,All,All,All,0-12,All
466,2012,13-19,2,8.7,2,9.5,0,0,0,12,0,Staten Island,Male,All,All,All,13-19,All
467,2012,20-29,7,30.4,7,33.3,0,0,2,93,3,Staten Island,Male,All,All,All,20-29,All
468,2012,30-39,6,26.1,6,28.6,0,0,5,176,1,Staten Island,Male,All,All,All,30-39,All
469,2012,40-49,6,26.1,4,19,2,100,9,405,5,Staten Island,Male,All,All,All,40-49,All
470,2012,50-59,1,4.3,1,4.8,0,0,9,506,12,Staten Island,Male,All,All,All,50-59,All
471,2012,60+,1,4.3,1,4.8,0,0,3,219,4,Staten Island,Male,All,All,All,60+,All
472,2012,Male who have sex with men (MSM),13,56.5,13,61.9,0,0,7,517,9,Staten Island,Male,All,All,All,All,Male who have sex with men (MSM)
473,2012,Injection drug use history (IDU),2,8.7,1,4.8,1,50,4,296,10,Staten Island,Male,All,All,All,All,Injection drug use history (IDU)
474,2012,MSM-IDU,1,4.3,0,0,1,50,1,64,1,Staten Island,Male,All,All,All,All,MSM-IDU
475,2012,Heterosexual contact,1,4.3,1,4.8,0,0,6,140,2,Staten Island,Male,All,All,All,All,Heterosexual contact
476,2012,Transgender people with sexual contact,0,0,0,0,0,0,0,0,0,Staten Island,Male,All,All,All,All,Transgender people with sexual contact
